"MIM"	"OMIM_disease_title"	"phecodes"
"OMIM_615548"	"#615548 NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE VII; HSAN7;;HSAN VII;;INSENSITIVITY TO PAIN, CONGENITAL, WITH GASTROINTESTINAL DYSFUNCTIONAND HYPERHIDROSIS"	"337,561.1,563,705.8,772.3"
"OMIM_152700"	"SYSTEMIC LUPUS ERYTHEMATOSUS"	"283,287.3,295.3,345.3,420.2,507,580,695.42,716,938"
"OMIM_192315"	"#192315 VASCULOPATHY, RETINAL, WITH CEREBRAL LEUKODYSTROPHY; RVCL;;CEREBRORETINAL VASCULOPATHY, HEREDITARY; CRV;;RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUDAND MIGRAINE PHENOMENA"	"269,290.1,292.1,292.12,292.3,331,340,342,345.3,350.3,350.5,362,362.3,362.7,362.8,362.9,365,366,367.9,433.21,433.3,448,571.51,573.6,580,593,694.3,773,790.1"
"OMIM_225750"	"#225750 AICARDI-GOUTIERES SYNDROME 1; AGS1;;AGS;;ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATIONAND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS;;CREE ENCEPHALITIS;;PSEUDOTOXOPLASMOSIS SYNDROMEAICARDI-GOUTIERES SYNDROME 1, AUTOSOMAL DOMINANT, INCLUDED"	"211,287.3,315.3,324,331,333.4,345.3,348.8,348.9,350.1,350.3,378,378.2,443.8,571.5,573.3,573.6,579.2,783"
"OMIM_609049"	"PIERSON SYNDROME"	"269,342,350.3,350.5,366,367.9,378.2,401,580,580.4,585.3,593,782.3"
"OMIM_245400"	"#245400 MITOCHONDRIAL DNA DEPLETION SYNDROME 9 (ENCEPHALOMYOPATHIC TYPE WITHMETHYLMALONIC ACIDURIA); MTDPS9;;LACTIC ACIDOSIS, FATAL INFANTILE, FORMERLY"	"251.1,275.53,276.41,315.3,331,334.1,345.3,348.8,350.2,350.3,389,509.1,513.4,705.8,772.1"
"OMIM_612285"	"#612285 JOUBERT SYNDROME 9; JBTS9JOUBERT SYNDROME 9/15, DIGENIC, INCLUDED"	"315.3,345.3,348.9,362.7,366,367.2,378.2"
"OMIM_254300"	"#254300 MYASTHENIA, LIMB-GIRDLE, FAMILIAL;;LGM;;CONGENITAL MYASTHENIC SYNDROME TYPE IB; CMS1B;;CMS IB;;MYASTHENIC MYOPATHY, FORMERLY"	"334.2,350.2,352.2,374.3,378.5,771.2,772.1,772.3,798,799"
"OMIM_265120"	"#265120 SURFACTANT METABOLISM DYSFUNCTION, PULMONARY, 1; SMDP1;;PULMONARY ALVEOLAR PROTEINOSIS, CONGENITAL, 1;;INTERSTITIAL LUNG DISEASE DUE TO SURFACTANT PROTEIN B DEFICIENCY;;INTERSTITIAL LUNG DISEASE, NONSPECIFIC, DUE TO SURFACTANT PROTEINB DEFICIENCY"	"415.21,504,504.1,509.1,512.7,512.9,513.3,513.31,513.4"
"OMIM_609056"	"#609056 AMISH INFANTILE EPILEPSY SYNDROME;;EPILEPSY SYNDROME, INFANTILE-ONSET SYMPTOMATIC;;GM3 SYNTHASE DEFICIENCY;;SALT AND PEPPER MENTAL RETARDATION SYNDROME"	"331,333.2,333.3,345.1,350.3,350.5,367.9,377,377.1,389,789"
"OMIM_607015"	"#607015 HURLER-SCHEIE SYNDROME;;MUCOPOLYSACCHARIDOSIS TYPE IH/S; MPS1-HS"	"327.32,331,364.1,389.1,394.2,395.2,415.21,425.1,465,475,479,526.3,550,550.4,573.3,579.2,704.2,720,737.1,737.3,741.2"
"OMIM_607016"	"#607016 SCHEIE SYNDROME;;MUCOPOLYSACCHARIDOSIS TYPE IS; MPS1-S;;MUCOPOLYSACCHARIDOSIS TYPE V, FORMERLY;;MPS V, FORMERLY; MPS5, FORMERLY"	"327.32,342,343,362,364.1,365,389.1,394.1,395.2,475,526.3,573.3,579.2,736.4,741.2,772.2"
"OMIM_610250"	"#610250 SPASTIC PARAPLEGIA 31, AUTOSOMAL DOMINANT; SPG31"	"292.1,334.1,350.1,350.2,350.5,532,599.9,687.4,772.1,772.3"
"OMIM_614751"	"#614751 NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE VB; HMN5B;;HMN VB;;NEUROPATHY, DISTAL HEREDITARY MOTOR, TYPE VB; DHMN5B;;DHMN VB;;SPINAL MUSCULAR ATROPHY, DISTAL, TYPE VB; DSMAVB"	"350.5,359.1,772.1"
"OMIM_234500"	"HARTNUP DISORDER"	"292.2,292.6,295.3,323,334.1,340,345.3,350.3,350.5,368.9,378,378.2,523.1,529.1,557,687.1,694,694.2,772.2,938"
"OMIM_608957"	"CD8 DEFICIENCY, FAMILIAL"	"041,079,465,496.3"
"OMIM_182920"	"#182920 MYOPATHY, SPHEROID BODY"	"350.2,350.5,359.2,532,772.1,772.3"
"OMIM_609200"	"MYOTILINOPATHY"	"350.5,356,359.2,425,727.7,770,772.1,772.3"
"OMIM_612281"	"#612281 ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 6; ARCI6;;ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE, NIPAL4-RELATED"	"374.1,695.9,701.1,705"
"OMIM_614181"	"#614181 RETINITIS PIGMENTOSA 62; RP62"	"362.7,368,377.1"
"OMIM_607364"	"#607364 BARTTER SYNDROME, TYPE 3;;BARTTER SYNDROME, CLASSICBARTTER SYNDROME, TYPE 3, WITH HYPOCALCIURIA, INCLUDED"	"255.12,276.14,276.42,276.5,458,586,588,599.5,772.3"
"OMIM_230450"	"GAMMA-GLUTAMYLCYSTEINE SYNTHETASE DEFICIENCY, HEMOLYTIC ANEMIA DUETO"	"283,285,334.1,356,359.2"
"OMIM_116600"	"#116600 CATARACT, POSTERIOR POLAR, 1; CTPP1;;CTPP;;CTPACATARACT, CONGENITAL TOTAL, INCLUDED"	"363.4,366,367.1"
"OMIM_217080"	"#217080 JALILI SYNDROME;;CONE-ROD DYSTROPHY AND AMELOGENESIS IMPERFECTA"	"362.7,367.9,368,368.5,368.9,377.1,378.2,521.1"
"OMIM_269840"	"#269840 SELECTIVE T-CELL DEFECT; STCD"	"112,480,561.1,573.3,579.2,939"
"OMIM_216900"	"#216900 ACHROMATOPSIA 2; ACHM2;;COLORBLINDNESS, TOTAL;;ROD MONOCHROMATISM 2;;ROD MONOCHROMACY 2; RMCH2"	"367.9,368.5,368.9,378.2"
"OMIM_223900"	"#223900 NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE III; HSAN3;;HSAN III;;DYSAUTONOMIA, FAMILIAL; DYS; FD;;RILEY-DAY SYNDROME"	"276.12,345.3,350.2,350.3,350.5,350.6,364,364.1,364.4,367.1,370.1,375,377.1,379.51,401,427,427.7,443.8,458,458.1,465,501,530.11,561.1,563,580,580.12,585.2,705,705.8,713.5,733.4,737.3,743.2,783,789"
"OMIM_187900"	"#187900 BLEEDING DISORDER, PLATELET-TYPE, 17; BDPLT17;;THROMBASTHENIA-THROMBOCYTOPENIA, HEREDITARY"	"286.9,287.3,289.1,477,578"
"OMIM_158580"	"#158580 NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE VIIA; HMN7A;;HMN VIIA;;NEUROPATHY, DISTAL HEREDITARY MOTOR, TYPE VIIA;;DHMN7A;;DHMNVP;;SPINAL MUSCULAR ATROPHY, DISTAL, WITH VOCAL CORD PARALYSIS;;HARPER-YOUNG MYOPATHY"	"333.1,350.5,356,359.1,473.3,741.3,772.1"
"OMIM_256100"	"NEPHRONOPHTHISIS 1"	"276.8,285,401,580.4,585.3,586,586.2,599.5"
"OMIM_266900"	"SENIOR-LOKEN SYNDROME 1"	"276.8,285,362.7,585.3,599.5"
"OMIM_613862"	"#613862 RETINITIS PIGMENTOSA 38; RP38;;ROD-CONE DYSTROPHY, CHILDHOOD-ONSET"	"362.7,367.9,368,377.1"
"OMIM_614204"	"#614204 PSORIASIS 14, PUSTULAR; PSORS14;;INTERLEUKIN 36 RECEPTOR ANTAGONIST DEFICIENCY; DITRA;;GENERALIZED PUSTULAR PSORIASIS; GPP;;PSORP;;ACRODERMATITIS CONTINUA OF HALLOPEAU;;PALMOPLANTAR PUSTULOSIS"	"529,575.1,686,695,696.4,701.1,783"
"OMIM_614492"	"#614492 PSEUDOHYPOALDOSTERONISM, TYPE IIC; PHA2C"	"276.13,276.41,401"
"OMIM_612852"	"#612852 OSTEOMYELITIS, STERILE MULTIFOCAL, WITH PERIOSTITIS AND PUSTULOSIS;OMPP;;INTERLEUKIN 1 RECEPTOR ANTAGONIST DEFICIENCY; DIRA"	"504.1,512.9,528.11,573.3,579.2,701.1,710.1,741.4,745"
"OMIM_615234"	"#615234 ANEMIA, HYPOCHROMIC MICROCYTIC, WITH IRON OVERLOAD 2; AHMIO2"	"275.1,285,573.3,579.2,694.2"
"OMIM_222300"	"#222300 WOLFRAM SYNDROME 1; WFS1;;WFS;;DIABETES INSIPIDUS AND MELLITUS WITH OPTIC ATROPHY AND DEAFNESS; DIDMOAD"	"244,250.2,253.3,281.1,285.3,287.3,292.1,315.3,331,333.1,334.1,345.3,362.7,374.3,377.1,378.2,389.1,425,532,586.4,595,596.5,741.2"
"OMIM_614296"	"#614296 WOLFRAM-LIKE SYNDROME, AUTOSOMAL DOMINANT; WFSL;;HEARING LOSS, PROGRESSIVE, WITH OPTIC ATROPHY AND/OR IMPAIRED GLUCOSEREGULATION"	"250.2,250.41,292.6,295.1,295.3,300.1,313.3,365,377.1,389"
"OMIM_255200"	"#255200 MYOPATHY, CENTRONUCLEAR, 2; CNM2;;MYOPATHY, CENTRONUCLEAR, AUTOSOMAL RECESSIVE;;MYOTUBULAR MYOPATHY, AUTOSOMAL RECESSIVE"	"292.1,315.3,350.2,350.5,352.2,359.1,374.3,378.5,473.4,737.1,737.2,737.3,739,772.1,772.3"
"OMIM_615451"	"#615451 CILIARY DYSKINESIA, PRIMARY, 23; CILD23;;CILIARY DYSKINESIA, PRIMARY, 23, WITH OR WITHOUT SITUS INVERSUS"	"381.1,472,475,496.2,496.3,509"
"OMIM_601493"	"CARDIOMYOPATHY, DILATED, 1C; CMD1C"	"416,425,427,427.42,428.1"
"OMIM_153700"	"MACULAR DYSTROPHY, VITELLIFORM"	"362.2,362.23,363.4,367.9,368.4"
"OMIM_193220"	"VITREORETINOCHOROIDOPATHY"	"361,362.4,362.7,365,368,368.5,377.1,378,378.2,379.2,443.9"
"OMIM_610717"	"#610717 NEUTRAL LIPID STORAGE DISEASE WITH MYOPATHY; NLSDM;;NEUTRAL LIPID STORAGE DISEASE WITHOUT ICHTHYOSIS"	"250.2,272.12,350.1,350.3,350.5,359.2,389.1,425,571.5,573.3,573.6,741.3,770,772.3,798"
"OMIM_610651"	"XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP B"	"172.1,172.21,172.22,315.3,334.1,348.9,350.5,362.7,366,377.1,389.1,938"
"OMIM_246450"	"#246450 3-@HYDROXY-3-METHYLGLUTARYL-COA LYASE DEFICIENCY; HMGCLD;;HMG-COA LYASE DEFICIENCY;;HMGCL DEFICIENCY;;HL DEFICIENCY;;HYDROXYMETHYLGLUTARIC ACIDURIA"	"251.1,276.41,291.8,348.7,573.3,783"
"OMIM_125370"	"DENTATORUBRAL-PALLIDOLUYSIAN ATROPHY NAITO-OYANAGI DISEASE HAW RIVER SYNDROME ATAXIA, CHOREA, SEIZURES, AND DEMENTIA"	"290.1,333.2,333.3,334.1,345.3,378.2"
"OMIM_613151"	"#613151 MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH MENTAL RETARDATION),TYPE B, 3; MDDGB3;;MUSCULAR DYSTROPHY, CONGENITAL, POMGNT1-RELATED"	"315.3,348.4,348.9,367.1,377.1,378"
"OMIM_613157"	"#613157 MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 3; MDDGC3;;MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2O; LGMD2O;;MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY, LIMB-GIRDLE, POMGNT1-RELATED"	"359.1,367.1,737.2,741.3,798"
"OMIM_610090"	"PYRIDOXAMINE 5-PRIME-PHOSPHATE OXIDASE DEFICIENCY"	"251.1,276.41,285,333.2,345.3,348.8,350.3"
"OMIM_145980"	"HYPOCALCIURIC HYPERCALCEMIA, FAMILIAL, TYPE I"	"252.1,275.3,275.6,577,594.1"
"OMIM_239200"	"HYPERPARATHYROIDISM, NEONATAL SEVERE PRIMARY"	"252,252.1,275.53,275.6,276.8,285,350.3,512.7,513.4,563,573.3,579.2,599.5,743.2"
"OMIM_601198"	"#601198 HYPOCALCEMIA, AUTOSOMAL DOMINANT 1; HYPOC1;;HYPERCALCIURIC HYPOCALCEMIA;;HYPOCALCEMIA, FAMILIALHYPOCALCEMIA, AUTOSOMAL DOMINANT 1, WITH BARTTER SYNDROME, INCLUDED"	"275.3,275.51,276.14,345.3,348.9,350.1,594.1,687.4,771.2"
"OMIM_276902"	"USHER SYNDROME, TYPE IIIA"	"362.7,368,368.4,386,389.1"
"OMIM_612539"	"SPASTIC PARAPLEGIA 42, AUTOSOMAL DOMINANT; SPG42"	"334.1,350.2,350.5,772.1,772.3"
"OMIM_614482"	"#614482 CONGENITAL CATARACTS, HEARING LOSS, AND NEURODEGENERATION; CCHLND"	"331,334.1,345.3,350.3,378.2,389"
"OMIM_131850"	"#131850 EPIDERMOLYSIS BULLOSA DYSTROPHICA, PRETIBIAL;;DYSTROPHIC EPIDERMOLYSIS BULLOSA, PRETIBIAL;;DEB, PRETIBIAL;;EPIDERMOLYSIS BULLOSA, PRETIBIAL"	"695.2,695.7,698,701.1,701.2"
"OMIM_226600"	"#226600 EPIDERMOLYSIS BULLOSA DYSTROPHICA, AUTOSOMAL RECESSIVE; RDEB;;DYSTROPHIC EPIDERMOLYSIS BULLOSA, AUTOSOMAL RECESSIVE;;EPIDERMOLYSIS BULLOSA DYSTROPHICA, HALLOPEAU-SIEMENS TYPE; EBR1EPIDERMOLYSIS BULLOSA DYSTROPHICA, AUTOSOMAL RECESSIVE, LOCALISATAVARIANT, INCLUDED;;EPIDERMOLYSIS BULLOSA DYSTROPHICA INVERSA, AUTOSOMAL RECESSIVE, INCLUDED"	"172,172.22,260,285,364,364.4,366,367.9,369.5,371.3,389,425.1,521.1,528.5,530,530.3,532,563,580,585.2,698,701.2,704.1,707,739,743.1"
"OMIM_600919"	"CARDIAC ARRHYTHMIA, ANKYRIN-B-RELATED"	"426.8,427.21,427.42,427.8,788"
"OMIM_249500"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 1"	"315.3,350.5,378,378.2"
"OMIM_256840"	"NEUROPATHY, HEREDITARY SENSORY, WITH SPASTIC PARAPLEGIA, AUTOSOMAL"	"277.51,300,334.1,334.2,342,350.1,350.2,350.5,356,687.4,710.1,772.1,772.2"
"OMIM_121900"	"GROENOUW TYPE I CORNEAL DYSTROPHY"	"364.5,366,378"
"OMIM_122200"	"CORNEAL DYSTROPHY, LATTICE TYPE I"	"364.4,364.5,367.9"
"OMIM_118600"	"#118600 CHONDROCALCINOSIS 2; CCAL2;;CHONDROCALCINOSIS, FAMILIAL ARTICULAR;;CALCIUM GOUT;;CALCIUM PYROPHOSPHATE ARTHROPATHY;;CALCIUM PYROPHOSPHATE DIHYDRATE DEPOSITION DISEASE; CPPDD"	"274.21,716,740"
"OMIM_221820"	"#221820 LEUKOENCEPHALOPATHY, DIFFUSE HEREDITARY, WITH SPHEROIDS; HDLS;;LEUKOENCEPHALOPATHY WITH NEUROAXONAL SPHEROIDS, AUTOSOMAL DOMINANT;;GLIOSIS, FAMILIAL PROGRESSIVE SUBCORTICAL; GPSC;;DEMENTIA, FAMILIAL, NEUMANN TYPE;;SUBCORTICAL GLIOSIS OF NEUMANN"	"290.12,292.11,292.12,292.3,296.2,324,331,341,350.1,350.2,350.5,781.2"
"OMIM_613011"	"#613011 LYMPHOPROLIFERATIVE SYNDROME 1; LPFS1"	"202.2,284.1,285,287.3,289.4,528.12,573.3,579.2,790.1"
"OMIM_600309"	"ATRIOVENTRICULAR SEPTAL DEFECT"	"415.21,426.21,428.1,513.3"
"OMIM_610743"	"#610743 SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 8; SCAR8;;ATAXIA, RECESSIVE, OF BEAUCE;;CEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE, TYPE 1; ARCA1"	"292.1,334.1,350.3,378.2"
"OMIM_612998"	"#612998 EMERY-DREIFUSS MUSCULAR DYSTROPHY 4, AUTOSOMAL DOMINANT; EDMD4;;EMERY-DREIFUSS MUSCULAR DYSTROPHY 4 WITH VARIABLE FEATURES"	"425.11,772.1,772.3"
"OMIM_612951"	"#612951 LEUKOENCEPHALOPATHY, CYSTIC, WITHOUT MEGALENCEPHALY"	"292.1,324,333.4,334.1,345.3,348.9,350.1,378.2,389.1"
"OMIM_614653"	"#614653 NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE VI; HSAN6;;HSAN VI"	"350.5,356,364,375,427.7,427.8,509,513.31,694,705.8,739,741.2,783"
"OMIM_607450"	"#607450 ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 8; ARVD8;;ARRHYTHMOGENIC RIGHT VENTRICULAR CARDIOMYOPATHY 8; ARVC8"	"425.1,427.12,427.41,427.42,427.6,428.1"
"OMIM_133190"	"#133190 SPINOCEREBELLAR ATAXIA 34; SCA34;;ERYTHROKERATODERMIA WITH ATAXIA"	"292.1,333.1,334.1,350.1,350.2,350.3,350.5,378,378.2,694.2,701.1,705,706.8,947"
"OMIM_600110"	"STARGARDT DISEASE 3"	"362.2,364.5,367.9"
"OMIM_614457"	"#614457 ICHTHYOSIS, SPASTIC QUADRIPLEGIA, AND MENTAL RETARDATION; ISQMR"	"315.3,331,345.11,360.2,495,550.1,695,701.1,706.8,739"
"OMIM_194200"	"WOLFF-PARKINSON-WHITE SYNDROME"	"425,426.32,426.4,426.8,427.11,427.21,427.42,427.9,433.21"
"OMIM_261740"	"#261740 GLYCOGEN STORAGE DISEASE OF HEART, LETHAL CONGENITAL;;PHOSPHORYLASE KINASE DEFICIENCY OF HEART;;GLYCOGEN STORAGE DISEASE OF HEART"	"345.3,416,426.8,428.1,458,503,513.3,572"
"OMIM_600858"	"#600858 CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 6; CMH6"	"425.1,426.2,426.32,426.4,427.21,427.8"
"OMIM_614874"	"#614874 CILIARY DYSKINESIA, PRIMARY, 18; CILD18;;CILIARY DYSKINESIA, PRIMARY, 18, WITH OR WITHOUT SITUS INVERSUS"	"381.1,472,475,496.2,509"
"OMIM_613723"	"#613723 MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2Q; LGMD2Q"	"359.1,737.2,739,741.3,772.1,772.3"
"OMIM_191100"	"#191100 TUBEROUS SCLEROSIS 1; TSC1;;TUBEROUS SCLEROSIS COMPLEX; TSC;;TUBEROSE SCLEROSIS; TS"	"170.1,189.11,191.1,191.11,214,215,244,313.1,313.3,315.1,315.3,348.9,362,426.4,521.2,586.2,687.2,694.2"
"OMIM_615005"	"#615005 EPILEPSY, NOCTURNAL FRONTAL LOBE, 5; ENFL5"	"292.2,295.3,301,312,315.3,345.1,345.12"
"OMIM_616028"	"#616028 ADAMS-OLIVER SYNDROME 5; AOS5"	"228,289.5,345.3,395.4,415.21,416,452,530.2,550.1,550.4,579.2"
"OMIM_613730"	"#613730 HEMORRHAGIC DESTRUCTION OF THE BRAIN, SUBEPENDYMAL CALCIFICATION,AND CATARACTS; HDBSCC"	"345.3,348.9,350.1,350.5,366,573.3,586.2"
"OMIM_615595"	"#615595 COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 19; COXPD19"	"276.41,512.9,571.5"
"OMIM_193400"	"#193400 VON WILLEBRAND DISEASE, TYPE 1; VWD1;;VON WILLEBRAND DISEASE, TYPE I;;VWD, TYPE 1"	"286.9,394.1,395.1,477,537.1,578,741.5"
"OMIM_277480"	"VON WILLEBRAND DISEASE, RECESSIVE FORM"	"286.9,287.3,477,741.5"
"OMIM_614860"	"#614860 DYSTONIA 23; DYT23"	"331,333,333.2,333.4,334.1,350.1,350.2,427,473.4,723.1"
"OMIM_159900"	"MYOCLONIC DYSTONIA"	"296.2,300.1,300.12,300.3,333.1,333.2,333.4,350.3,723.1"
"OMIM_614196"	"#614196 NEPHROTIC SYNDROME, TYPE 6; NPHS6"	"269,580,580.12,580.4,782.3"
"OMIM_607694"	"#607694 LEUKODYSTROPHY, HYPOMYELINATING, 7, WITH OR WITHOUT OLIGODONTIA AND/ORHYPOGONADOTROPIC HYPOGONADISM; HLD7;;LEUKOENCEPHALOPATHY, HYPOMYELINATING, WITH ATAXIA AND DELAYED DENTITION;;ATAXIA, DELAYED DENTITION, AND HYPOMYELINATION; ADDH;;LEUKODYSTROPHY, HYPOMYELINATING, WITH HYPODONTIA AND HYPOGONADOTROPICHYPOGONADISM;;4H SYNDROME"	"292.1,331,333.1,334.1,350.1,350.3,350.5,356,377.1,378.2,532"
"OMIM_108985"	"SVEINSSON CHORIORETINAL ATROPHY"	"363.4,367.1,367.2"
"OMIM_614739"	"#614739 3-@METHYLGLUTACONIC ACIDURIA WITH DEAFNESS, ENCEPHALOPATHY, AND LEIGH-LIKESYNDROME; MEGDEL"	"251.1,276.41,315.3,331,333.4,334.1,345.3,348.8,350.1,350.3,389.1"
"OMIM_606703"	"#606703 DYSKINESIA, FAMILIAL, WITH FACIAL MYOKYMIA; FDFM"	"292.1,300.1,333.3,333.4,350.1,350.3,350.5,352.2,425,428.1,772.2"
"OMIM_223000"	"LACTASE DEFICIENCY, CONGENITAL"	"276.41,276.5,561.1"
"OMIM_222900"	"SUCRASE-ISOMALTASE DEFICIENCY, CONGENITAL"	"557,561.1,594.1"
"OMIM_614700"	"#614700 IMMUNODEFICIENCY, COMMON VARIABLE, 8, WITH AUTOIMMUNITY; CVID8"	"244,283.1,284.1,287.3,289.4,369.5,381.1,475,480,495,496,496.3,535,555.2,561.1,716"
"OMIM_615007"	"#615007 BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 4; IBGC4"	"290.1,332,340,348.9,378.2"
"OMIM_260005"	"5-@OXOPROLINASE DEFICIENCY; OPLAHD"	"555.2,561.1,594,785,789"
"OMIM_606693"	"#606693 KUFOR-RAKEB SYNDROME; KRS;;PARKINSON DISEASE 9, AUTOSOMAL RECESSIVE; PARK9;;PALLIDOPYRAMIDAL DEGENERATION WITH SUPRANUCLEAR UPGAZE PARESIS ANDDEMENTIA; KRPPDCEROID LIPOFUSCINOSIS, NEURONAL, 12, INCLUDED; CLN12, INCLUDED"	"290.1,292.11,292.6,295.3,312,332,333.2,344,345.3,350.1,350.5,350.6,378,378.2,687.4,723.1,781.2"
"OMIM_615281"	"#615281 HYPOMYELINATION WITH BRAINSTEM AND SPINAL CORD INVOLVEMENT AND LEGSPASTICITY; HBSL;;ASPARTYL-TRNA SYNTHETASE DEFICIENCY"	"315.3,324,350.1,350.3,350.5,378.2"
"OMIM_606764"	"#606764 GASTROINTESTINAL STROMAL TUMOR; GIST"	"150,151,153.2,153.3,159.2,199,199.4,285,532,560,563,578,687.1,694.2,789,947"
"OMIM_236800"	"%236800 HYDROXYKYNURENINURIA;;XANTHURENIC ACIDURIA;;KYNURENINASE DEFICIENCY"	"276.41,315.3,348.7,348.8,389,427.7,458,586,772.2"
"OMIM_277410"	"#277410 METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, CBLD TYPE;;METHYLMALONIC ACIDEMIA AND HOMOCYSTINURIA, CBLD TYPEHOMOCYSTINURIA, CBLD TYPE, VARIANT 1, INCLUDED;;METHYLMALONIC ACIDURIA, CBLD TYPE, VARIANT 2, INCLUDED;;METHYLMALONIC ACIDURIA, CBLH TYPE, FORMERLY;;METHYLMALONIC ACIDEMIA, CBLH TYPE, FORMERLY"	"260.6,281.1,291.8,292.2,315.3,331,333.4,334.1,345.3,350.2,350.3,378.2,782.6,798"
"OMIM_135100"	"#135100 FIBRODYSPLASIA OSSIFICANS PROGRESSIVA; FOP"	"285,292.2,315.3,345.3,365,389.1,389.2,509,509.1,524.3,704.1,728.1,735.3,737.3,741.2"
"OMIM_182250"	"%182250 SINGLETON-MERTEN SYNDROME"	"350.2,350.3,365,367.1,394.1,395.1,416,428.1,440.9,465,520.2,521.1,736.3,736.4,743.1,772.3,830,938"
"OMIM_615846"	"#615846 AICARDI-GOUTIERES SYNDROME 7; AGS7"	"287.3,315.3,331,333.4,334.1,345.3,348.9,350.3,378,446,573.3,579.2,580,637,939"
"OMIM_607745"	"#607745 SEIZURES, BENIGN FAMILIAL INFANTILE, 3; BFIS3;;CONVULSIONS, BENIGN FAMILIAL INFANTILE, 3; BFIC3;;SEIZURES, BENIGN FAMILIAL NEONATAL-INFANTILE; BFNIS"	"345.12,345.3,513.3"
"OMIM_607208"	"#607208 DRAVET SYNDROME;;EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 6; EIEE6;;SEVERE MYOCLONIC EPILEPSY OF INFANCY; SMEI"	"292.4,331,334.1,345.1,345.11,345.12,345.3,377"
"OMIM_609634"	"MIGRAINE, FAMILIAL HEMIPLEGIC, 3"	"340.1,342,345.3,367.9,368.9"
"OMIM_133020"	"#133020 ERYTHERMALGIA, PRIMARY;;ERYTHROMELALGIA, PRIMARY;;ERYTHROMELALGIA, FAMILIALNEUROPATHY, SMALL FIBER, INCLUDED; SFNP, INCLUDED"	"337,368,427.9,527.7,561.1,563,705.8,770"
"OMIM_167400"	"PAROXYSMAL EXTREME PAIN DISORDER"	"375,379.9,427.7,427.8,526,563"
"OMIM_601847"	"CHOLESTASIS, PROGRESSIVE FAMILIAL INTRAHEPATIC 2"	"155,277.4,557,561.1,571.51,573.3,573.5,575.2,579.2,698"
"OMIM_605479"	"CHOLESTASIS, BENIGN RECURRENT INTRAHEPATIC, 2; BRIC2"	"277.4,573.3,573.5,574.1,575.2,698"
"OMIM_615983"	"#615983 BARDET-BIEDL SYNDROME 5; BBS5"	"278.1,292.2,362.2,362.7"
"OMIM_603513"	"CEREBRAL PALSY, SPASTIC, SYMMETRIC, AUTOSOMAL RECESSIVE"	"315.3,343,344,345.3,350.5,737.3,739"
"OMIM_241080"	"#241080 WOODHOUSE-SAKATI SYNDROME;;HYPOGONADISM, ALOPECIA, DIABETES MELLITUS, MENTAL RETARDATION, DEAFNESS,AND EXTRAPYRAMIDAL SYNDROME;;EXTRAPYRAMIDAL DISORDER, PROGRESSIVE, WITH PRIMARY HYPOGONADISM, MENTALRETARDATION, AND ALOPECIA"	"250.1,250.2,272.1,292.1,292.2,292.6,295.3,315.3,333.3,333.4,389,389.1,427,704.1"
"OMIM_612949"	"HYPOMYELINATION, GLOBAL CEREBRAL"	"345.3,350.1,350.3,350.5"
"OMIM_610475"	"PIGMENTED NODULAR ADRENOCORTICAL DISEASE, PRIMARY, 2"	"253.4,255,255.11,278.1,292.4,295.3,296.2,300,300.1,401,701,737.1,743,743.1"
"OMIM_611705"	"MYOPATHY, EARLY-ONSET, WITH FATAL CARDIOMYOPATHY"	"352.2,359.2,374.3,425,427,772.3"
